2024-03-05 03:05:48.151 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - testTopUp started
2024-03-05 03:05:48.153 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - Test finished

2024-03-05 03:05:48.154 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - testGetBalance started
2024-03-05 03:05:48.154 [main] INFO  ru.bank.assigment.productservice.product.BankProductTest - Test finished

2024-03-05 03:07:29.919 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testIHaveApiToken started
2024-03-05 03:07:29.921 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testIHaveApiToken finished
2024-03-05 03:07:29.925 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testRequestWeatherFor started
2024-03-05 03:07:29.925 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - City: Minsk
2024-03-05 03:07:31.800 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testRequestWeatherFor finished
2024-03-05 03:07:31.800 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testReceiveDataOfWeather started
2024-03-05 03:07:31.969 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testReceiveResponseWhichContainsCity started
2024-03-05 03:07:31.984 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testIHaveApiToken started
2024-03-05 03:07:31.984 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testIHaveApiToken finished
2024-03-05 03:07:31.985 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testRequestWeatherFor started
2024-03-05 03:07:31.985 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - City: Moscow
2024-03-05 03:07:32.642 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testRequestWeatherFor finished
2024-03-05 03:07:32.642 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testReceiveDataOfWeather started
2024-03-05 03:07:32.652 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testReceiveResponseWhichContainsCity started
2024-03-05 03:07:32.672 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testIHaveApiToken started
2024-03-05 03:07:32.672 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testIHaveApiToken finished
2024-03-05 03:07:32.672 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testRequestWeatherFor started
2024-03-05 03:07:32.672 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - City: London
2024-03-05 03:07:33.822 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testRequestWeatherFor finished
2024-03-05 03:07:33.824 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testReceiveDataOfWeather started
2024-03-05 03:07:33.837 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testReceiveResponseWhichContainsCity started
2024-03-05 03:07:33.854 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testIHaveApiToken started
2024-03-05 03:07:33.854 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testIHaveApiToken finished
2024-03-05 03:07:33.855 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testRequestWeatherFor started
2024-03-05 03:07:33.855 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - City: Dubai
2024-03-05 03:07:34.438 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testRequestWeatherFor finished
2024-03-05 03:07:34.440 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testReceiveDataOfWeather started
2024-03-05 03:07:34.453 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testReceiveResponseWhichContainsCity started
2024-03-05 03:07:34.468 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testIHaveInvalidApiToken started
2024-03-05 03:07:34.469 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testRequestWeatherForMinskWithInvalidToken started
2024-03-05 03:07:34.940 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testReceiveErrorCodeWithInvalidToken started
2024-03-05 03:07:34.946 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testIHaveValidApiToken started
2024-03-05 03:07:34.947 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testRequestWeatherForIncorrectCityName started
2024-03-05 03:07:36.073 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testReceiveErrorCode started
2024-03-05 03:07:36.078 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testRequestWeatherForInCaseIncorrectURL started
2024-03-05 03:07:36.686 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testReceiveErrorCodeInCaseIncorrectURL started
2024-03-05 03:07:36.690 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testRequestWeatherForInCaseWithoutQParameter started
2024-03-05 03:07:37.903 [main] INFO  ru.bank.assigment.api.weather.steps_defenitions.WeatherSteps - testReceiveErrorCodeInCaseWithoutQParameter started
